"Cliente","Tiempo respuesta","Uso CPU","Transacciones perdidas"
"0","2745","66.87171613008822","0"
"1","319","66.87171613008822","0"
"2","234","66.87171613008822","0"
"3","234","28.4961940596249","0"
"4","307","31.607671613070043","0"
"5","197","31.607671613070043","0"
"6","263","31.607671613070043","0"
"7","276","22.516879692437374","0"
"8","338","22.516879692437374","0"
"9","306","19.132910337699105","0"
"10","219","19.132910337699105","0"
"11","273","15.36572674903921","0"
"12","294","22.319435055902993","0"
"13","225","22.319435055902993","0"
"14","382","22.319435055902993","0"
"15","230","14.416565607280063","0"
"16","212","16.205739323038905","0"
"17","277","16.205739323038905","0"
"18","325","16.8395535937395","0"
"19","220","16.8395535937395","0"
"20","273","16.8395535937395","0"
"21","392","15.500624194728019","0"
"22","368","11.14553581513934","0"
"23","238","13.000066103239005","0"
"24","542","13.000066103239005","0"
"25","256","9.316755441889757","0"
"26","267","15.171748422566667","0"
"27","239","15.171748422566667","0"
"28","289","15.37970215988077","0"
"29","240","15.37970215988077","0"
"30","306","17.85368097655544","0"
"31","300","17.85368097655544","0"
"32","289","17.85368097655544","0"
"33","219","12.050909907376539","0"
"34","218","13.179415807216143","0"
"35","238","13.179415807216143","0"
"36","298","16.166080360177347","0"
"37","219","16.166080360177347","0"
"38","233","17.246912069666674","0"
"39","245","17.246912069666674","0"
"40","256","17.246912069666674","0"
"41","263","13.280640144275758","0"
"42","225","22.623045021569045","0"
"43","355","22.623045021569045","0"
"44","254","22.623045021569045","0"
"45","211","11.801645428502884","0"
"46","248","19.46568686372422","0"
"47","281","19.46568686372422","0"
"48","251","19.46568686372422","0"
"49","327","15.133464201554169","0"
"50","283","17.19108211090383","0"
"51","231","17.19108211090383","0"
"52","260","17.19108211090383","0"
"53","273","16.52205456756908","0"
"54","263","16.52205456756908","0"
"55","356","15.701194318503276","0"
"56","293","13.219088146765678","0"
"57","227","16.820103122563513","0"
"58","276","16.820103122563513","0"
"59","321","16.820103122563513","0"
"60","240","14.480518625234462","0"
"61","235","20.046869850724402","0"
"62","341","20.046869850724402","0"
"63","470","15.950724562032303","0"
"64","204","15.950724562032303","0"
"65","356","10.103121080758914","0"
"66","230","22.356102900439843","0"
"67","209","22.356102900439843","0"
"68","289","22.966915232885498","0"
"69","365","22.966915232885498","0"
"70","286","12.300804973759194","0"
"71","234","13.299560699278112","0"
"72","361","13.299560699278112","0"
"73","222","13.679573497124153","0"
"74","216","13.679573497124153","0"
"75","185","17.5990892987281","0"
"76","276","17.5990892987281","0"
"77","276","17.5990892987281","0"
"78","241","14.24012120480903","0"
"79","229","23.112084022886147","0"
"80","201","23.112084022886147","0"
"81","235","26.6387779496971","0"
"82","254","26.6387779496971","0"
"83","355","26.6387779496971","0"
"84","293","12.970466389675261","0"
"85","293","12.970466389675261","0"
"86","369","13.290736457945417","0"
"87","378","13.290736457945417","0"
"88","217","13.73087862178476","0"
"89","292","13.73087862178476","0"
"90","222","13.73087862178476","0"
"91","365","14.014541189824936","0"
"92","324","14.014541189824936","0"
"93","302","18.50748147196679","0"
"94","308","18.50748147196679","0"
"95","212","18.50748147196679","0"
"96","264","14.764436176973582","0"
"97","570","14.764436176973582","0"
"98","312","13.710395158918354","0"
"99","311","14.237781748820877","0"
"100","283","14.237781748820877","0"
"101","263","16.058652366243052","0"
"102","213","16.058652366243052","0"
"103","218","16.058652366243052","0"
"104","235","15.07120858577472","0"
"105","335","16.17830228090684","0"
"106","347","16.17830228090684","0"
"107","202","16.17830228090684","0"
"108","242","8.95208056688409","0"
"109","216","16.652458483293053","0"
"110","217","16.652458483293053","0"
"111","243","16.652458483293053","0"
"112","588","15.326062746595392","0"
"113","228","10.805080111052579","0"
"114","265","13.457140943073853","0"
"115","420","14.30075551989124","0"
