"Cliente","Tiempo respuesta","Uso CPU","Transacciones perdidas"
"0","3549","47.69680714716418","0"
"1","836","47.69680714716418","0"
"2","1409","14.572584884167238","0"
"3","570","15.961099941683067","0"
"4","445","18.102801139609237","0"
"5","409","18.102801139609237","0"
"6","471","18.102801139609237","0"
"7","351","15.15401737822133","0"
"8","416","15.15401737822133","0"
"9","482","19.107625189039258","0"
"10","346","19.246006483601562","0"
"11","300","19.246006483601562","0"
"12","314","18.391274641724397","0"
"13","1434","18.391274641724397","0"
"14","459","13.154398972859704","0"
"15","371","13.154398972859704","0"
"16","1541","13.154398972859704","0"
"17","367","12.07605573650017","0"
"18","444","12.07605573650017","0"
"19","714","11.133384506860144","0"
"20","806","13.901657393994748","0"
"21","333","13.901657393994748","0"
"22","359","23.361593490272437","0"
"23","425","23.361593490272437","0"
"24","328","15.175375140816637","0"
"25","309","17.56276214501066","0"
"26","279","17.56276214501066","0"
"27","400","24.6600740590324","0"
"28","432","24.6600740590324","0"
"29","495","17.24961377458445","0"
"30","1885","17.24961377458445","0"
"31","475","9.079003744792512","0"
"32","429","9.079003744792512","0"
"33","403","16.602499648749347","0"
"34","473","16.602499648749347","0"
"35","954","13.470185761003595","0"
"36","398","11.15473066624001","0"
"37","300","17.378603797854918","0"
"38","263","17.378603797854918","0"
"39","331","19.173035849167054","0"
"40","327","19.173035849167054","0"
"41","740","17.918312383987523","0"
"42","337","10.893759569200167","0"
"43","759","20.06257300037205","0"
"44","448","16.532485541658847","0"
"45","397","16.532485541658847","0"
"46","627","18.83112317082476","0"
"47","688","8.852919519785907","0"
"48","466","10.688254457674285","0"
"49","282","10.688254457674285","0"
"50","876","15.283166547938965","0"
"51","466","15.283166547938965","0"
"52","354","4.579287987638003","0"
"53","400","15.93461196921513","0"
"54","700","15.93461196921513","0"
"55","327","15.895037371569732","0"
"56","1371","12.267809935379203","0"
"57","401","7.997450425346186","0"
"58","971","18.61397706586566","0"
"59","640","18.5267952489775","0"
"60","492","18.5267952489775","0"
"61","441","14.845976185780819","0"
"62","369","20.814675735676158","0"
"63","409","20.814675735676158","0"
"64","514","16.984938506237423","0"
"65","411","13.276518038573471","0"
"66","754","12.11471092719223","0"
"67","404","13.130402239968086","0"
"68","489","15.033753089947899","0"
"69","905","15.033753089947899","0"
"70","287","11.542033912061111","0"
"71","391","16.264875480459263","0"
"72","652","16.371493990388974","0"
"73","323","16.371493990388974","0"
"74","375","16.371493990388974","0"
"75","817","15.029785084691394","0"
"76","485","13.11689259543053","0"
"77","389","12.165362305638293","0"
"78","396","16.93019568169768","0"
"79","381","16.93019568169768","0"
"80","218","3.7296160129063116","0"
"81","299","16.60079314231674","0"
"82","374","16.60079314231674","0"
"83","365","22.638579969064164","0"
"84","732","22.638579969064164","0"
"85","384","9.8513075901144","0"
"86","356","15.62671768891153","0"
"87","622","15.62671768891153","0"
"88","372","15.311340003978113","0"
"89","1334","15.311340003978113","0"
"90","1448","8.505662114189816","0"
"91","290","5.485965440988672","0"
"92","368","19.205858509580953","0"
"93","560","19.205858509580953","0"
"94","400","11.001439607740004","0"
"95","330","18.1132942788217","0"
"96","1381","18.1132942788217","0"
"97","456","8.422985098127455","0"
"98","767","12.632530626541582","0"
"99","297","12.632530626541582","0"
"100","347","12.933956685842496","0"
"101","373","17.248627839478402","0"
"102","315","17.248627839478402","0"
"103","1447","17.248627839478402","0"
"104","770","13.348253998084303","0"
"105","404","13.348253998084303","0"
"106","918","22.096976602195706","0"
"107","590","12.071945126140882","0"
"108","446","12.071945126140882","0"
"109","310","21.540430288696456","0"
"110","328","21.540430288696456","0"
"111","456","22.382381932533725","0"
"112","356","22.382381932533725","0"
"113","834","22.382381932533725","0"
"114","317","7.979687411660496","0"
"115","1448","14.193499033168433","0"
"116","248","4.173233570190115","0"
"117","666","15.48835970102579","0"
"118","990","15.48835970102579","0"
"119","384","5.244547691944046","0"
"120","481","9.999107191143342","0"
"121","558","9.999107191143342","0"
"122","531","15.262005319293381","0"
"123","741","15.262005319293381","0"
"124","383","13.051319355348511","0"
"125","346","14.56971842661623","0"
"126","343","14.56971842661623","0"
"127","749","14.27654305347027","0"
"128","776","14.27654305347027","0"
"129","422","12.590266791461314","0"
"130","755","13.163842726886621","0"
"131","357","12.761278265668253","0"
"132","731","14.586545135156715","0"
"133","401","14.586545135156715","0"
"134","488","16.74270411468264","0"
"135","477","16.74270411468264","0"
"136","712","22.80383572073096","0"
"137","402","22.80383572073096","0"
"138","894","8.561140317622717","0"
"139","312","8.561140317622717","0"
"140","261","19.47723960247172","0"
"141","547","19.47723960247172","0"
"142","1523","17.736216156360886","0"
"143","514","12.247317176968552","0"
"144","581","16.69593122237788","0"
