"Cliente","Tiempo respuesta","Uso CPU","Transacciones perdidas"
"0","2716","100.0","0"
"1","2722","100.0","0"
"3","287","0.0","0"
"2","329","0.0","0"
"5","238","25.925483788648773","0"
"4","333","25.925483788648773","0"
"6","333","25.925483788648773","0"
"7","344","31.426174043243048","0"
"8","298","31.426174043243048","0"
"9","286","31.426174043243048","0"
"10","349","31.426174043243048","0"
"11","485","31.426174043243048","0"
"12","262","20.04502358462267","0"
"13","313","21.765726255908913","0"
"14","266","21.765726255908913","0"
"16","199","21.765726255908913","0"
"15","256","21.765726255908913","0"
"17","222","23.31934774462896","0"
"18","211","23.31934774462896","0"
"19","257","23.31934774462896","0"
"20","194","23.31934774462896","0"
"22","236","23.31934774462896","0"
"21","433","23.31934774462896","0"
"23","245","21.842030336340144","0"
"24","327","25.37672778417295","0"
"25","255","25.37672778417295","0"
"27","196","25.37672778417295","0"
"28","187","25.37672778417295","0"
"26","504","25.37672778417295","0"
"29","241","13.877605905666801","0"
"30","283","13.877605905666801","0"
"31","224","20.285093714408042","0"
"32","182","20.285093714408042","0"
"34","213","20.285093714408042","0"
"33","268","20.285093714408042","0"
"36","191","32.20405186435195","0"
"35","337","32.20405186435195","0"
"37","355","32.20405186435195","0"
"38","282","32.20405186435195","0"
"39","181","22.274227935802216","0"
"40","321","22.274227935802216","0"
"41","224","22.274227935802216","0"
"42","306","23.49386971679267","0"
"43","296","23.49386971679267","0"
"44","213","23.49386971679267","0"
"45","255","23.49386971679267","0"
"46","214","23.49386971679267","0"
"47","207","23.49386971679267","0"
"48","266","20.6764353607675","0"
"49","337","20.6764353607675","0"
"50","212","24.039066234239503","0"
"51","276","24.039066234239503","0"
"52","234","24.039066234239503","0"
"54","194","24.039066234239503","0"
"53","286","24.039066234239503","0"
"56","221","22.37084880940313","0"
"55","298","22.37084880940313","0"
"58","206","22.83661591610513","0"
"57","349","22.83661591610513","0"
"59","281","22.83661591610513","0"
"60","274","22.83661591610513","0"
"61","224","26.65684287464942","0"
"62","261","26.65684287464942","0"
"63","290","26.65684287464942","0"
"64","247","26.65684287464942","0"
"65","229","26.65684287464942","0"
"67","161","21.037123579953043","0"
"66","490","26.65684287464942","0"
"68","160","21.037123579953043","0"
"69","260","37.725518291833815","0"
"70","348","37.725518291833815","0"
"71","205","37.725518291833815","0"
"72","272","37.725518291833815","0"
"73","294","37.725518291833815","0"
"74","249","25.55754765825833","0"
"75","362","100.0","0"
"76","202","100.0","0"
"78","247","100.0","0"
"77","277","100.0","0"
"79","276","100.0","0"
"80","326","100.0","0"
"82","194","16.942418180892304","0"
"81","412","16.942418180892304","0"
"84","270","25.215223870333524","0"
"83","502","25.215223870333524","0"
"85","189","25.215223870333524","0"
"86","265","25.215223870333524","0"
"87","203","25.215223870333524","0"
"88","241","8.646085681561033","0"
"89","343","24.09025766882278","0"
"90","251","24.09025766882278","0"
"91","282","24.09025766882278","0"
"92","331","24.09025766882278","0"
"93","178","24.09025766882278","0"
"94","196","22.861740894604953","0"
"95","256","22.861740894604953","0"
"96","293","22.861740894604953","0"
"97","339","22.861740894604953","0"
"98","178","20.38887462693002","0"
"100","197","20.38887462693002","0"
"99","260","20.38887462693002","0"
"102","272","22.629858806777015","0"
"101","338","22.629858806777015","0"
"103","224","22.629858806777015","0"
"104","208","22.629858806777015","0"
"106","208","33.99756059895783","0"
"105","379","33.99756059895783","0"
"107","227","33.99756059895783","0"
"109","257","33.99756059895783","0"
"108","437","33.99756059895783","0"
"110","176","20.403433144070636","0"
"111","186","20.403433144070636","0"
"112","245","25.11457551044097","0"
"113","295","25.11457551044097","0"
"114","180","25.11457551044097","0"
"115","282","25.11457551044097","0"
"116","230","25.11457551044097","0"
"118","233","25.11457551044097","0"
"117","289","25.11457551044097","0"
"119","196","22.484062723295906","0"
"120","247","22.484062723295906","0"
"121","209","30.075959187425948","0"
"122","333","30.075959187425948","0"
"123","282","30.075959187425948","0"
"124","258","30.075959187425948","0"
"125","193","30.075959187425948","0"
"126","246","24.5690041076393","0"
"127","223","24.5690041076393","0"
"128","182","24.5690041076393","0"
"129","198","33.88466592653574","0"
"131","235","33.88466592653574","0"
"130","328","33.88466592653574","0"
"132","227","33.88466592653574","0"
"134","238","24.471196867360113","0"
"133","505","33.88466592653574","0"
"135","231","24.471196867360113","0"
"136","230","24.471196867360113","0"
"138","223","19.788033163596097","0"
"137","273","19.788033163596097","0"
"140","241","21.154672241473126","0"
"139","276","21.154672241473126","0"
"142","222","21.154672241473126","0"
"141","294","21.154672241473126","0"
"144","200","24.96595026699199","0"
"143","258","24.96595026699199","0"
"146","180","24.96595026699199","0"
"145","300","24.96595026699199","0"
"147","200","24.96595026699199","0"
"148","263","34.248162116449365","0"
"149","187","34.248162116449365","0"
"150","277","34.248162116449365","0"
"151","303","34.248162116449365","0"
"153","220","22.13925409599893","0"
"152","306","34.248162116449365","0"
"155","293","22.13925409599893","0"
"154","317","22.13925409599893","0"
"157","180","17.65507760524161","0"
"156","259","17.65507760524161","0"
"158","227","17.65507760524161","0"
"159","195","17.65507760524161","0"
"161","227","17.31490150600066","0"
"160","287","17.31490150600066","0"
"162","293","22.68548393855334","0"
"163","339","22.68548393855334","0"
"164","349","22.68548393855334","0"
"165","304","22.68548393855334","0"
"167","179","22.68548393855334","0"
"166","260","22.68548393855334","0"
"169","217","21.096662409860823","0"
"168","276","21.096662409860823","0"
"171","191","22.819599053279084","0"
"170","254","22.819599053279084","0"
"173","171","22.819599053279084","0"
"172","278","22.819599053279084","0"
"174","241","27.7723731830571","0"
"175","345","27.7723731830571","0"
"176","161","27.7723731830571","0"
"178","224","27.7723731830571","0"
"177","294","27.7723731830571","0"
"180","295","17.571597961468722","0"
"179","380","17.571597961468722","0"
"181","265","100.0","0"
"182","235","100.0","0"
"184","266","100.0","0"
"183","333","100.0","0"
"185","251","100.0","0"
"186","239","100.0","0"
"187","242","13.212973380744197","0"
