"Cliente","Tiempo respuesta","Uso CPU","Transacciones perdidas"
"0","3270","49.39003454999658","0"
"1","408","49.39003454999658","0"
"2","702","20.831179650034038","0"
"3","788","20.831179650034038","0"
"4","478","17.82115910489548","0"
"5","305","17.82115910489548","0"
"6","1001","38.8302224505024","0"
"7","486","13.244170400678945","0"
"8","555","13.244170400678945","0"
"9","442","17.628025320585504","0"
"10","649","17.628025320585504","0"
"11","376","14.966925338101367","0"
"12","470","15.485176388109112","0"
"13","296","15.485176388109112","0"
"14","1608","15.485176388109112","0"
"15","306","2.529274336933085","0"
"16","756","13.074945861954667","0"
"17","342","4.919027402074083","0"
"18","486","10.764186947521248","0"
"19","450","10.764186947521248","0"
"20","481","6.524133677395028","0"
"21","513","8.945652115066139","0"
"22","654","15.00881947550685","0"
"23","798","17.141895085109127","0"
"24","313","17.141895085109127","0"
"25","378","17.141895085109127","0"
"26","455","17.389735202415245","0"
"27","1587","17.389735202415245","0"
"28","493","10.030100329633719","0"
"29","726","12.798778877597428","0"
"30","878","12.798778877597428","0"
"31","384","10.416144167691332","0"
"32","386","16.511128416886812","0"
"33","277","16.511128416886812","0"
"34","369","24.742471051554695","0"
"35","633","24.742471051554695","0"
"36","585","14.759651647999206","0"
"37","826","11.914548802461589","0"
"38","826","12.301071399897111","0"
"39","406","7.944034995609329","0"
"40","1448","14.897942300326472","0"
"41","364","4.611034424600735","0"
"42","323","16.43013748342964","0"
"43","821","16.43013748342964","0"
"44","409","13.592982019158818","0"
"45","734","15.877358076782189","0"
"46","620","12.605105852489507","0"
"47","378","14.93045744361563","0"
"48","449","14.93045744361563","0"
"49","546","17.141353164514427","0"
"50","558","17.146487260122512","0"
"51","1151","17.146487260122512","0"
"52","399","7.772286987634258","0"
"53","565","17.681561184852136","0"
"54","1041","17.681561184852136","0"
"55","326","10.834175534267354","0"
"56","474","16.610563077104324","0"
"57","1310","16.610563077104324","0"
"58","640","24.73599393713308","0"
"59","548","24.73599393713308","0"
"60","352","18.37282044915912","0"
"61","767","18.37282044915912","0"
"62","506","22.794936079622207","0"
"63","579","22.794936079622207","0"
"64","581","18.247726315204748","0"
"65","1002","26.361469224047173","0"
"66","461","11.868034280595353","0"
"67","626","11.868034280595353","0"
"68","973","11.058577785623902","0"
"69","1283","10.627544475504102","0"
"70","771","11.443026002602064","0"
"71","516","15.390231329901205","0"
"72","643","15.390231329901205","0"
"73","578","15.029868594888296","0"
"74","1180","15.029868594888296","0"
"75","873","18.392755492601744","0"
"76","733","18.392755492601744","0"
"77","1162","10.875055990953332","0"
"78","726","12.340805833947076","0"
"79","492","14.624093621250323","0"
"80","642","14.624093621250323","0"
