"Cliente","Tiempo respuesta","Uso CPU","Transacciones perdidas"
"1","3063","52.845674617263164","0"
"2","358","52.845674617263164","0"
"3","1464","52.845674617263164","0"
"4","289","13.089310176177538","0"
"0","5359","13.089310176177538","0"
"6","371","22.796328194826422","0"
"5","436","22.796328194826422","0"
"8","280","25.676385325583574","0"
"7","374","25.676385325583574","0"
"9","482","26.17050184726605","0"
"11","352","26.17050184726605","0"
"10","1428","28.218712271223","0"
"12","653","28.218712271223","0"
"14","241","15.580321693226596","0"
"13","442","15.580321693226596","0"
"16","526","32.41039906564136","0"
"17","323","32.41039906564136","0"
"18","287","13.266204793413872","0"
"19","306","22.83669972647696","0"
"20","316","22.83669972647696","0"
"21","264","12.86839186406713","0"
"22","543","18.81584174407398","0"
"23","772","18.81584174407398","0"
"24","307","10.82390551561707","0"
"15","4171","32.41039906564136","0"
"26","586","10.82390551561707","0"
"25","793","10.82390551561707","0"
"27","482","9.194727454758912","0"
"29","538","18.990155676264596","0"
"30","283","18.990155676264596","0"
"31","383","15.13653205037051","0"
"32","477","15.13653205037051","0"
"33","325","16.63886374293597","0"
"34","433","16.63886374293597","0"
"35","340","22.104303547224614","0"
"36","354","22.104303547224614","0"
"28","4007","20.003472387721445","0"
"37","1388","20.003472387721445","0"
"38","1563","20.003472387721445","0"
"40","484","5.975625629490999","0"
"41","279","10.823441336437057","0"
"39","1411","10.823441336437057","0"
"42","283","10.823441336437057","0"
"44","282","15.759872903253324","0"
"43","455","15.759872903253324","0"
"45","329","15.759872903253324","0"
"46","334","15.759872903253324","0"
"47","399","24.44432732623384","0"
"48","340","24.44432732623384","0"
"50","339","24.44432732623384","0"
"49","645","24.44432732623384","0"
"51","617","26.72077138982736","0"
"52","502","26.72077138982736","0"
"53","310","26.72077138982736","0"
"55","462","26.72077138982736","0"
"54","719","26.72077138982736","0"
"56","341","18.322381120177965","0"
"57","364","18.322381120177965","0"
"59","312","24.057419286365402","0"
"58","436","24.057419286365402","0"
"61","241","24.057419286365402","0"
"62","1432","34.63984921334049","0"
"63","290","8.120199866510891","0"
"60","4013","24.057419286365402","0"
"65","319","4.260201954858845","0"
"66","364","16.036064791689096","0"
"67","308","17.57342282966462","0"
"68","536","17.57342282966462","0"
"64","3970","22.535487495660167","0"
"69","466","15.8864607317183","0"
"71","396","15.587728452143901","0"
"70","683","19.029760685568377","0"
"72","497","19.029760685568377","0"
"73","333","19.029760685568377","0"
"74","843","19.029760685568377","0"
"76","362","3.4037153421117017","0"
"75","1385","19.029760685568377","0"
"77","285","13.639854889163317","0"
"79","273","13.639854889163317","0"
"78","460","16.839088242981592","0"
