"Cliente","Tiempo respuesta","Uso CPU","Transacciones perdidas"
"0","2714","100.0","0"
"1","340","62.807896527539405","0"
"2","268","62.807896527539405","0"
"3","275","20.722729937897356","0"
"4","271","20.722729937897356","0"
"5","221","20.511648601529885","0"
"6","391","20.511648601529885","0"
"7","268","14.807062562980178","0"
"8","473","14.807062562980178","0"
"9","245","14.194586347102266","0"
"10","276","16.31101638262068","0"
"11","230","16.31101638262068","0"
"12","350","17.507009472209745","0"
"13","208","17.507009472209745","0"
"14","374","18.58565714575847","0"
"15","222","18.58565714575847","0"
"16","447","18.58565714575847","0"
"17","269","13.714406873258945","0"
"18","269","15.58160894699876","0"
"19","199","15.58160894699876","0"
"20","243","15.58160894699876","0"
"21","310","15.470318268201211","0"
"22","192","15.470318268201211","0"
"23","259","11.689371246925829","0"
"24","222","16.152293350231584","0"
"25","307","16.152293350231584","0"
"26","337","16.152293350231584","0"
"27","307","15.16957231849817","0"
"28","273","15.16957231849817","0"
"29","248","15.124644745713045","0"
"30","331","15.124644745713045","0"
"31","242","14.728906138395182","0"
"32","214","14.728906138395182","0"
"33","395","12.700940291444685","0"
"34","302","12.700940291444685","0"
"35","228","16.806185774375415","0"
"36","213","16.806185774375415","0"
"37","207","16.806185774375415","0"
"38","335","16.806185774375415","0"
"39","214","16.585100463303746","0"
"40","360","16.585100463303746","0"
"41","377","15.386881454104074","0"
"42","255","15.386881454104074","0"
"43","300","19.88065861874958","0"
"44","259","19.88065861874958","0"
"45","411","19.88065861874958","0"
"46","235","15.154635089093338","0"
"47","294","19.42871035385346","0"
"48","392","19.42871035385346","0"
"49","325","7.956485973803151","0"
"50","242","16.44825444648067","0"
"51","207","16.44825444648067","0"
"52","374","16.44825444648067","0"
"53","281","11.327023190996643","0"
"54","291","16.63686476684675","0"
"55","365","16.63686476684675","0"
"56","241","10.76629621591987","0"
"57","242","19.710966821268173","0"
"58","255","19.710966821268173","0"
"59","311","19.710966821268173","0"
"60","207","13.297355429101266","0"
"61","215","13.297355429101266","0"
"62","390","12.100639778759392","0"
"63","321","15.29214046596099","0"
"64","393","15.29214046596099","0"
"65","273","10.898973019576996","0"
"66","313","16.109805483979546","0"
"67","315","16.109805483979546","0"
"68","246","18.26065482484468","0"
"69","231","18.26065482484468","0"
"70","332","18.26065482484468","0"
"71","304","16.892094985271033","0"
"72","322","16.892094985271033","0"
"73","386","20.496127647699115","0"
"74","487","20.496127647699115","0"
"75","337","6.987503571680231","0"
"76","312","16.059235132990267","0"
"77","267","16.059235132990267","0"
"78","298","16.059235132990267","0"
"79","206","11.018634211932499","0"
"80","200","28.891080097087375","0"
"81","329","28.891080097087375","0"
"82","325","28.891080097087375","0"
"83","312","11.106192292447636","0"
"84","205","11.106192292447636","0"
"85","310","8.072926835390781","0"
"86","384","17.684274768573772","0"
"87","216","17.684274768573772","0"
"88","291","17.684274768573772","0"
"89","357","11.944298076299908","0"
"90","209","11.170231848390399","0"
"91","226","11.170231848390399","0"
"92","232","16.041618281762236","0"
"93","226","16.041618281762236","0"
"94","220","14.038731483731858","0"
