"Cliente","Tiempo respuesta","Uso CPU","Transacciones perdidas"
"0","4138","53.81555609816697","0"
"1","780","53.81555609816697","0"
"2","391","14.6849164647885","0"
"3","642","17.430958351028856","0"
"4","1406","17.430958351028856","0"
"5","3989","7.512704893357003","0"
"6","471","11.307278034320555","0"
"7","1426","11.307278034320555","0"
"8","315","9.569462663897454","0"
"9","429","19.958717531489178","0"
"10","407","22.978346821349426","0"
"11","364","22.978346821349426","0"
"12","345","22.978346821349426","0"
"13","313","21.936575331030962","0"
"14","384","21.936575331030962","0"
"15","513","21.936575331030962","0"
"16","1607","14.920610720275306","0"
"17","520","26.391361342334662","0"
"18","287","26.391361342334662","0"
"19","301","26.391361342334662","0"
"20","787","21.893024686610786","0"
"21","556","15.741160323588732","0"
"22","4023","15.741160323588732","0"
"23","350","4.987928521884544","0"
"24","330","15.52898766673022","0"
"25","243","15.52898766673022","0"
"26","349","19.583892361505427","0"
"27","379","19.583892361505427","0"
"28","345","17.42658673070938","0"
"29","359","17.970175036543935","0"
"30","1398","17.970175036543935","0"
"31","310","9.652370627946716","0"
"32","455","18.360109161576087","0"
"33","881","18.360109161576087","0"
"34","275","8.595924553554235","0"
"35","1400","12.069646938584421","0"
"36","748","12.069646938584421","0"
"37","958","14.080357974047564","0"
"38","347","7.3738149776392925","0"
"39","320","18.815215267033192","0"
"40","626","18.815215267033192","0"
"41","614","15.864624754819811","0"
"42","712","15.750964102984899","0"
"43","378","15.750964102984899","0"
"44","364","14.06231816084712","0"
"45","688","18.30806082871903","0"
"46","375","11.007277140316063","0"
"47","440","17.961385425630972","0"
"48","505","21.19759783533144","0"
"49","243","21.19759783533144","0"
"50","1868","21.19759783533144","0"
"51","455","20.770597731964113","0"
"52","421","20.770597731964113","0"
"53","364","20.770597731964113","0"
"54","288","21.89277307842782","0"
"55","319","21.89277307842782","0"
"56","814","23.15559661355444","0"
"57","533","16.454587085151207","0"
"58","339","24.63511591161153","0"
"59","674","24.63511591161153","0"
"60","767","19.615534938410427","0"
"61","813","16.502548862748768","0"
"62","350","16.502548862748768","0"
"63","824","33.02830273328659","0"
"64","293","33.02830273328659","0"
"65","315","30.5325410256445","0"
"66","372","30.5325410256445","0"
"67","430","20.934216002661664","0"
"68","301","20.934216002661664","0"
"69","400","20.934216002661664","0"
"70","405","19.824169040980088","0"
"71","555","20.138074424012974","0"
"72","374","20.138074424012974","0"
"73","275","20.138074424012974","0"
"74","526","17.913948343982046","0"
"75","617","15.615671915275431","0"
"76","542","16.8761619095541","0"
"77","306","16.8761619095541","0"
